Bauperiode,Bezirk,Adresse
nach 1945,05,Ziegelofengasse 12 - 14 / 1
nach 1945,05,Ziegelofengasse 12 - 14 / 2
nach 1945,05,Ziegelofengasse 12 - 14 / 3
vor 1848,05,Ziegelofengasse 11
nach 1945,05,Ziegelofengasse 10
vor 1848,05,Ziegelofengasse 9
1781-1848,05,Ziegelofengasse 7
1781-1848,05,Ziegelofengasse 5
nach 1945,05,Blechturmgasse 19
nach 1945,05,Blechturmgasse 21
1946-1976,05,Blechturmgasse 23 - 27 / 1
1946-1976,05,Blechturmgasse 23 - 27 / 4
1946-1976,05,Blechturmgasse 23 - 27 / 3
1946-1976,05,Blechturmgasse 23 - 27 / 2
1946-1976,05,Blechturmgasse 23 - 27 / 5
1848 -1918,05,Mittersteig 2 B
1848 -1918,05,Reinprechtsdorfer Straße 55
nach 1945,05,Ziegelofengasse 23
nach 1945,05,Reinprechtsdorfer Straße 55 A
1848 -1918,05,Reinprechtsdorfer Straße 53
1848 -1918,05,Reinprechtsdorfer Straße 10
1848 -1918,05,Reinprechtsdorfer Straße 11
1848 -1918,05,Reinprechtsdorfer Straße 12
nach 1945,05,Reinprechtsdorfer Straße 13
1848 -1918,05,Reinprechtsdorfer Straße 14
1848 -1918,05,Blechturmgasse 33
1848 -1918,05,Reinprechtsdorfer Straße 15
1848 -1918,05,Reinprechtsdorfer Straße 16
nach 1945,05,Reinprechtsdorfer Straße 17 / 3
nach 1945,05,Reinprechtsdorfer Straße 17 / 4
1848 -1918,05,Reinprechtsdorfer Straße 9
1848 -1918,05,Reinprechtsdorfer Straße 18
1848 -1918,05,Reinprechtsdorfer Straße 35 - 37
1848 -1918,05,Reinprechtsdorfer Straße 34
1848 -1918,05,Reinprechtsdorfer Straße 33
1848 -1918,05,Reinprechtsdorfer Straße 20
1848 -1918,05,Reinprechtsdorfer Straße 21
nach 1945,05,Reinprechtsdorfer Straße 22
nach 1945,05,Reinprechtsdorfer Straße 23
1848 -1918,05,Reinprechtsdorfer Straße 25
1848 -1918,05,Reinprechtsdorfer Straße 27
1848 -1918,05,Reinprechtsdorfer Straße 31
1848 -1918,05,Reinprechtsdorfer Straße 29
1848 -1918,05,Reinprechtsdorfer Straße 36
nach 1945,05,Reinprechtsdorfer Straße 8
1848 -1918,05,Reinprechtsdorfer Straße 7
1848 -1918,05,Reinprechtsdorfer Straße 6
1848 -1918,05,Reinprechtsdorfer Straße 52
nach 1945,05,Reinprechtsdorfer Straße 51
1848 -1918,05,Reinprechtsdorfer Straße 49 A
1848 -1918,05,Reinprechtsdorfer Straße 49
1848 -1918,05,Reinprechtsdorfer Straße 48
1848 -1918,05,Reinprechtsdorfer Straße 47
1848 -1918,05,Reinprechtsdorfer Straße 46
1848 -1918,05,Reinprechtsdorfer Straße 44
1848 -1918,05,Reinprechtsdorfer Straße 43
1848 -1918,05,Reinprechtsdorfer Straße 42
1848 -1918,05,Reinprechtsdorfer Straße 41
nach 1945,05,Reinprechtsdorfer Straße 40
nach 1945,05,Reinprechtsdorfer Straße 1 C / 43
nach 1945,05,Reinprechtsdorfer Straße 1 C / 42
nach 1945,05,Reinprechtsdorfer Straße 1 C / 44
nach 1945,05,Reinprechtsdorfer Straße 1 B / 46
nach 1945,05,Reinprechtsdorfer Straße 1 C / 45
nach 1945,05,Reinprechtsdorfer Straße 1 A / 47
1848 -1918,05,Reinprechtsdorfer Straße 2
1848 -1918,05,Reinprechtsdorfer Straße 3
1848 -1918,05,Reinprechtsdorfer Straße 4
1848 -1918,05,Reinprechtsdorfer Straße 39
1848 -1918,05,Reinprechtsdorfer Straße 38
1848 -1918,05,Reinprechtsdorfer Straße 5
1848 -1918,05,Reinprechtsdorfer Straße 54
1848 -1918,05,Kriehubergasse 10
nach 1945,05,Ziegelofengasse 24 - 26 / 2
1919 - 1945,05,Ziegelofengasse 25 / 2
1848 -1918,05,Obere Amtshausgasse 36
1848 -1918,05,Obere Amtshausgasse 37
nach 1945,05,Obere Amtshausgasse 38
nach 1945,05,Obere Amtshausgasse 39 / 2
nach 1945,05,Obere Amtshausgasse 40
1848 -1918,05,Obere Amtshausgasse 41
1848 -1918,05,Obere Amtshausgasse 42
1848 -1918,05,Obere Amtshausgasse 43
1848 -1918,05,Obere Amtshausgasse 45
1848 -1918,05,Obere Amtshausgasse 47
1848 -1918,05,Obere Amtshausgasse 35
1848 -1918,05,Obere Amtshausgasse 49
1848 -1918,05,Högelmüllergasse 1 A
nach 1945,05,Högelmüllergasse 1 - 3 / 2
1848 -1918,05,Högelmüllergasse 1 B
nach 1945,05,Högelmüllergasse 1 - 3 / 1
nach 1945,05,Pilgrambrücke K
1848 -1918,05,Pilgrambrücke 508 / 2
1848 -1918,05,Pilgrambrücke 508 / 1
1848 -1918,05,Högelmüllergasse 2
1848 -1918,05,Högelmüllergasse 2 A
1848 -1918,05,Högelmüllergasse 2 B
1848 -1918,05,Obere Amtshausgasse 34
1848 -1918,05,Obere Amtshausgasse 33
1848 -1918,05,Obere Amtshausgasse 32
1848 -1918,05,Kriehubergasse 12
1848 -1918,05,Kriehubergasse 13
nach 1945,05,Kleine Neugasse 15 - 19 / 3
1848 -1918,05,Kriehubergasse 14
1848 -1918,05,Kriehubergasse 15
1848 -1918,05,Margaretenstraße 147
1848 -1918,05,Margaretenstraße 148
nach 1945,05,Kriehubergasse 16 / 6
1848 -1918,05,Margaretenstraße 149
nach 1945,05,Kriehubergasse 16 / 5
nach 1945,05,Kriehubergasse 16 / 4
1848 -1918,05,Margaretenstraße 150
nach 1945,05,Kriehubergasse 16 / 3
nach 1945,05,Kriehubergasse 16 / 2
1848 -1918,05,Stolberggasse 43
1848 -1918,05,Kleine Neugasse 13
1848 -1918,05,Stolberggasse 44
1848 -1918,05,Stolberggasse 46
nach 1945,05,Kriehubergasse 16 / 1
1848 -1918,05,Margaretenstraße 154 A
1848 -1918,05,Kriehubergasse 17
nach 1945,05,Margaretenstraße 154
nach 1945,05,Kriehubergasse 18 - 22
1848 -1918,05,Kleine Neugasse 11
1848 -1918,05,Kriehubergasse 19 - 21
1848 -1918,05,Högelmüllergasse 4
nach 1945,05,Ziegelofengasse 24 - 26 / 1
1848 -1918,05,Högelmüllergasse 5
1848 -1918,05,Högelmüllergasse 7
vor 1848,05,Mittersteig 22
1848 -1918,05,Mittersteig 20
nach 1945,05,Matzleinsdorfer Platz 3 - 4 / 3
1848 -1918,05,Nikolsdorfer Gasse 1
1848 -1918,05,Nikolsdorfer Gasse 3 - 5
1848 -1918,05,Nikolsdorfer Gasse 31
1884-1918,05,Nikolsdorfer Gasse 29
1848 -1918,05,Nikolsdorfer Gasse 7 - 11
1848 -1918,05,Kriehubergasse 24 - 26
nach 1945,05,Mittersteig 26
1848 -1918,05,Mittersteig 14
nach 1945,05,Mittersteig 8
1848 -1918,05,Kriehubergasse 25
1848 -1918,05,Mittersteig 4
1848 -1918,05,Kriehubergasse 27
1848 -1918,05,Kriehubergasse 29
1848 -1918,05,Kriehubergasse 31
1848 -1918,05,Kriehubergasse 33
1848 -1918,05,Blechturmgasse 1
nach 1945,05,Blechturmgasse 9 - 11
nach 1945,05,Mittersteig 10
1848 -1918,05,Högelmüllergasse 10
vor 1848,05,Mittersteig 28
1848 -1918,05,Ziegelofengasse 25 / 1
1848 -1918,05,Margaretenstraße 164
1848 -1918,05,Kriehubergasse 23
1848 -1918,05,Kleine Neugasse 9
1848 -1918,05,Margaretenstraße 166
nach 1945,05,Matzleinsdorfer Platz 1
1848 -1918,05,Kleine Neugasse 7
1848 -1918,05,Kleine Neugasse 5
vor 1848,05,Kleine Neugasse 3
nach 1945,05,Matzleinsdorfer Platz 3 - 4 / 4
1848 -1918,05,Ziegelofengasse 41
vor 1848,05,Ziegelofengasse 39
1741-1780,05,Ziegelofengasse 37 / 1
1741-1780,05,Ziegelofengasse 37 / 5
1741-1780,05,Ziegelofengasse 37 / 2
1741-1780,05,Ziegelofengasse 37 / 4
1741-1780,05,Ziegelofengasse 37 / 3
nach 1945,05,Ziegelofengasse 35 / 1
nach 1945,05,Ziegelofengasse 35 / 2
nach 1945,05,Ziegelofengasse 33
1848 -1918,05,Ziegelofengasse 31
1848 -1918,05,Ziegelofengasse 29
vor 1848,05,Ziegelofengasse 27
nach 1945,05,Högelmüllergasse 6
1919 - 1945,05,Ziegelofengasse 18
1781-1848,05,Kettenbrückengasse 23 / 1
nach 1945,05,Grüngasse 11
1848 -1918,05,Ramperstorffergasse 63
1848 -1918,05,Ramperstorffergasse 62
1848 -1918,05,Ramperstorffergasse 61
1848 -1918,05,Ramperstorffergasse 59
1848 -1918,05,Ramperstorffergasse 58
1848 -1918,05,Ramperstorffergasse 57
1848 -1918,05,Ramperstorffergasse 56
1848 -1918,05,Ramperstorffergasse 55
1848 -1918,05,Ramperstorffergasse 54
1848 -1918,05,Ramperstorffergasse 52
1848 -1918,05,Ramperstorffergasse 51
1848 -1918,05,Ramperstorffergasse 49
1848 -1918,05,Ramperstorffergasse 48
1848 -1918,05,Ramperstorffergasse 47
nach 1945,05,Ramperstorffergasse 46
nach 1945,05,Ramperstorffergasse 44
1848 -1918,05,Ramperstorffergasse 43
1848 -1918,05,Ramperstorffergasse 42
1848 -1918,05,Jahngasse 16
1848 -1918,05,Ramperstorffergasse 41
1848 -1918,05,Ramperstorffergasse 40
1848 -1918,05,Ramperstorffergasse 39
1848 -1918,05,Ramperstorffergasse 38
1848 -1918,05,Ramperstorffergasse 2
1848 -1918,05,Ramperstorffergasse 37
1848 -1918,05,Siebenbrunnengasse 21
1848 -1918,05,Ramperstorffergasse 36
1848 -1918,05,Wiedner Hauptstraße 106 / 1
1848 -1918,05,Ramperstorffergasse 65
1848 -1918,05,Ramperstorffergasse 66
Nach 1976,05,Ramperstorffergasse 69
nach 1945,05,Straußengasse 1 - 5 / 2
nach 1945,05,Gartengasse 7
nach 1945,05,Gartengasse 8
nach 1945,05,Gartengasse 9 - 11 / 3
nach 1945,05,Gartengasse 9 - 11 / 4
1781-1848,05,Gartengasse 16
1884-1918,05,Gartengasse 17
1884-1918,05,Gartengasse 18
1884-1918,05,Gartengasse 19
1884-1918,05,Gartengasse 19 A
nach 1945,05,Gartengasse 20
1884-1918,05,Gartengasse 21
1848 -1918,05,Gartengasse 21 A
1884-1918,05,Gartengasse 22
1848 -1918,05,Wiedner Hauptstraße 108
1781-1848,05,Gartengasse 23
nach 1945,05,Gartengasse 26
1884-1918,05,Gartengasse 28
1884-1918,05,Straußengasse 13
nach 1945,05,Straußengasse 12
nach 1945,05,Straußengasse 11
1919 - 1945,05,Straußengasse 9
nach 1945,05,Straußengasse 7
nach 1945,05,Straußengasse 2 - 10 / 2
nach 1945,05,Straußengasse 2 - 10 / 1
nach 1945,05,Straußengasse 1 - 5 / 1
nach 1945,05,Straußengasse 1 - 5 / 3
nach 1945,05,Straußengasse 1 - 5 / 4
nach 1945,05,Straußengasse 1 - 5 / 5
vor 1848,05,Gartengasse 24
1848 -1918,05,Gartengasse 6
1848 -1918,05,Ramperstorffergasse 35 / 1
1848 -1918,05,Ramperstorffergasse 32
1884-1918,05,Strobachgasse 2
1860-1883,05,Strobachgasse 1
1848 -1918,05,Stöbergasse 22
1919 - 1945,05,Stöbergasse 20 / 9
1919 - 1945,05,Stöbergasse 18 / 8
1919 - 1945,05,Stöbergasse 16 / 7
1919 - 1945,05,Stöbergasse 14 / 6
1919 - 1945,05,Stöbergasse 12 / 5
nach 1945,05,Stöbergasse 11 - 15
1919 - 1945,05,Stöbergasse 10 / 4
1919 - 1945,05,Stöbergasse 8 / 3
1919 - 1945,05,Stöbergasse 6 / 2
1919 - 1945,05,Stöbergasse 4 / 1
1848 -1918,05,Grohgasse 12
vor 1848,05,Grohgasse 10
vor 1848,05,Grohgasse 8
vor 1848,05,Grohgasse 6
nach 1945,05,Grohgasse 5 - 7
nach 1945,05,Grohgasse 3
nach 1945,05,Grohgasse 1
1919 - 1945,05,Gießaufgasse 34 / 1
nach 1945,05,Gießaufgasse 28
nach 1945,05,Gießaufgasse 27
nach 1945,05,Gießaufgasse 26
1848 -1918,05,Gießaufgasse 25
1860-1883,05,Strobachgasse 3
1848 -1918,05,Strobachgasse 4
1860-1883,05,Strobachgasse 5
1848 -1918,05,Strobachgasse 6
1848 -1918,05,Ramperstorffergasse 31
1848 -1918,05,Ramperstorffergasse 30
1848 -1918,05,Ramperstorffergasse 29
1848 -1918,05,Ramperstorffergasse 28
1848 -1918,05,Ramperstorffergasse 27
1848 -1918,05,Ramperstorffergasse 26
1848 -1918,05,Ramperstorffergasse 25
1848 -1918,05,Ramperstorffergasse 24
1848 -1918,05,Ramperstorffergasse 23
1848 -1918,05,Ramperstorffergasse 22
1848 -1918,05,Ramperstorffergasse 21
1848 -1918,05,Ramperstorffergasse 20
1848 -1918,05,Ramperstorffergasse 19
1848 -1918,05,Ramperstorffergasse 35 / 2
1848 -1918,05,Ramperstorffergasse 18
1848 -1918,05,Ramperstorffergasse 16
1848 -1918,05,Ramperstorffergasse 14
1848 -1918,05,Ramperstorffergasse 11
nach 1945,05,Ramperstorffergasse 8 - 12 / 1
nach 1945,05,Ramperstorffergasse 8 - 12 / 2
1848 -1918,05,Ramperstorffergasse 5
Keine Angabe,05,Ramperstorffergasse 4 - 6
1848 -1918,05,Ramperstorffergasse 3
1848 -1918,05,Strobachgasse 13
1848 -1918,05,Strobachgasse 11
1848 -1918,05,Strobachgasse 8
nach 1945,05,Strobachgasse 7 - 9
1848 -1918,05,Ramperstorffergasse 17
vor 1848,05,Laurenzgasse 3
nach 1945,05,Gartengasse 5 / 1
1848 -1918,05,Gartengasse 4
1848 -1918,05,Wimmergasse 36
1848 -1918,05,Wimmergasse 34
1848 -1918,05,Wimmergasse 33
1848 -1918,05,Wimmergasse 32
Keine Angabe,05,Wimmergasse 31
1848 -1918,05,Wimmergasse 30
1848 -1918,05,Wimmergasse 29
1848 -1918,05,Wimmergasse 28
1848 -1918,05,Wimmergasse 27
1848 -1918,05,Wimmergasse 26
1848 -1918,05,Wimmergasse 25
1848 -1918,05,Wimmergasse 24
1848 -1918,05,Wimmergasse 23
1848 -1918,05,Wimmergasse 22
1848 -1918,05,Wimmergasse 21
1848 -1918,05,Wimmergasse 20
1848 -1918,05,Wimmergasse 19
1919 - 1945,05,Wimmergasse 18
1848 -1918,05,Wimmergasse 17
1848 -1918,05,Wimmergasse 16
1848 -1918,05,Wimmergasse 15
nach 1945,05,Gartengasse 5 / 2
1848 -1918,05,Wimmergasse 14
1848 -1918,05,Wimmergasse 12
1848 -1918,05,Vogelsanggasse 4
1848 -1918,05,Vogelsanggasse 3
nach 1945,05,Schwarzhorngasse 13
1848 -1918,05,Schwarzhorngasse 12
nach 1945,05,Schwarzhorngasse 11
1848 -1918,05,Schwarzhorngasse 10
vor 1848,05,Schwarzhorngasse 9
1848 -1918,05,Schwarzhorngasse 8
1848 -1918,05,Schwarzhorngasse 7
1848 -1918,05,Schwarzhorngasse 6
nach 1945,05,Schwarzhorngasse 5
1848 -1918,05,Schwarzhorngasse 4
1848 -1918,05,Schwarzhorngasse 2
1848 -1918,05,Schwarzhorngasse 1
1848 -1918,05,Straußengasse 24
1848 -1918,05,Straußengasse 22
1848 -1918,05,Straußengasse 20
1848 -1918,05,Straußengasse 18
1848 -1918,05,Straußengasse 17
nach 1945,05,Straußengasse 16
1848 -1918,05,Straußengasse 15
1848 -1918,05,Straußengasse 14
vor 1848,05,Gartengasse 1
vor 1848,05,Gartengasse 2
nach 1945,05,Gartengasse 3
1848 -1918,05,Vogelsanggasse 5
1848 -1918,05,Vogelsanggasse 6
1848 -1918,05,Vogelsanggasse 8
1848 -1918,05,Vogelsanggasse 17
1848 -1918,05,Wimmergasse 11
1848 -1918,05,Wimmergasse 10
1848 -1918,05,Wimmergasse 9
1848 -1918,05,Wimmergasse 8
1848 -1918,05,Wimmergasse 7
1848 -1918,05,Wimmergasse 6
1848 -1918,05,Wimmergasse 5
1848 -1918,05,Wimmergasse 4
1848 -1918,05,Wimmergasse 3
1848 -1918,05,Wimmergasse 2
1848 -1918,05,Wimmergasse 1
nach 1945,05,Vogelsanggasse 43
1848 -1918,05,Vogelsanggasse 39 - 41
1848 -1918,05,Wimmergasse 13
1848 -1918,05,Vogelsanggasse 38
1848 -1918,05,Vogelsanggasse 37
1848 -1918,05,Vogelsanggasse 36
1848 -1918,05,Vogelsanggasse 35
nach 1945,05,Vogelsanggasse 34 A
1848 -1918,05,Vogelsanggasse 34
1848 -1918,05,Vogelsanggasse 33
1848 -1918,05,Vogelsanggasse 32
1848 -1918,05,Vogelsanggasse 31
1848 -1918,05,Vogelsanggasse 27
1848 -1918,05,Vogelsanggasse 26
1848 -1918,05,Vogelsanggasse 25
1848 -1918,05,Vogelsanggasse 24
1848 -1918,05,Vogelsanggasse 19
nach 1945,05,Vogelsanggasse 18
1848 -1918,05,Laurenzgasse 4
nach 1945,05,Laurenzgasse 5
1848 -1918,05,Arbeitergasse 11
1848 -1918,05,Arbeitergasse 12
1848 -1918,05,Arbeitergasse 13
1848 -1918,05,Arbeitergasse 14
nach 1945,05,Arbeitergasse 17
nach 1945,05,Arbeitergasse 18
1848 -1918,05,Arbeitergasse 19
1848 -1918,05,Arbeitergasse 21
1848 -1918,05,Arbeitergasse 23
1848 -1918,05,Arbeitergasse 24
1848 -1918,05,Arbeitergasse 25
1848 -1918,05,Arbeitergasse 26
nach 1945,05,Arbeitergasse 27
1848 -1918,05,Arbeitergasse 28
1848 -1918,05,Arbeitergasse 29
1848 -1918,05,Arbeitergasse 33
1848 -1918,05,Arbeitergasse 34
nach 1945,05,Arbeitergasse 35
1848 -1918,05,Arbeitergasse 36
1848 -1918,05,Arbeitergasse 37
1848 -1918,05,Arbeitergasse 38
1848 -1918,05,Arbeitergasse 39
1848 -1918,05,Arbeitergasse 41
nach 1945,05,Arbeitergasse 42
nach 1945,05,Arbeitergasse 43
nach 1945,05,Arbeitergasse 45
1848 -1918,05,Arbeitergasse 46
1848 -1918,05,Arbeitergasse 10
1848 -1918,05,Arbeitergasse 9
1848 -1918,05,Arbeitergasse 8
1848 -1918,05,Arbeitergasse 7
vor 1848,05,Bräuhausgasse 50
1848 -1918,05,Bräuhausgasse 49
Nach 1976,05,Bräuhausgasse 48
1848 -1918,05,Bräuhausgasse 46
1848 -1918,05,Bräuhausgasse 45
1848 -1918,05,Bräuhausgasse 43
1848 -1918,05,Bräuhausgasse 42 - 44
1848 -1918,05,Bräuhausgasse 40
1848 -1918,05,Bräuhausgasse 37
1848 -1918,05,Bräuhausgasse 34
1848 -1918,05,Bräuhausgasse 31
1848 -1918,05,Bräuhausgasse 20
1848 -1918,05,Bräuhausgasse 19
1848 -1918,05,Arbeitergasse 47
1848 -1918,05,Bräuhausgasse 18
1848 -1918,05,Bräuhausgasse 12
1848 -1918,05,Bräuhausgasse 11
nach 1945,05,Bräuhausgasse 10
1848 -1918,05,Bräuhausgasse 8 / 2
1848 -1918,05,Bräuhausgasse 8 / 1
nach 1945,05,Bräuhausgasse 7 - 9
1848 -1918,05,Bräuhausgasse 6
nach 1945,05,Bräuhausgasse 4
nach 1945,05,Bräuhausgasse 3 - 5
1848 -1918,05,Arbeitergasse 4
1848 -1918,05,Arbeitergasse 6 / 1
1848 -1918,05,Arbeitergasse 6 / 2
1848 -1918,05,Bräuhausgasse 17
1848 -1918,05,Bräuhausgasse 51
1848 -1918,05,Arbeitergasse 48
1848 -1918,05,Mauthausgasse 8
1848 -1918,05,Embelgasse 45
1848 -1918,05,Embelgasse 44
1848 -1918,05,Embelgasse 43
1848 -1918,05,Embelgasse 42
1848 -1918,05,Embelgasse 41
1848 -1918,05,Embelgasse 39
nach 1945,05,Embelgasse 38 - 40
1848 -1918,05,Embelgasse 37
1848 -1918,05,Embelgasse 36
1848 -1918,05,Embelgasse 35
1848 -1918,05,Embelgasse 34
nach 1945,05,Embelgasse 33
1848 -1918,05,Embelgasse 31
1848 -1918,05,Embelgasse 28 - 30
1848 -1918,05,Embelgasse 27
1848 -1918,05,Embelgasse 26
nach 1945,05,Embelgasse 25
1848 -1918,05,Embelgasse 24
1848 -1918,05,Embelgasse 21 - 23
1848 -1918,05,Embelgasse 20
1848 -1918,05,Embelgasse 18
1848 -1918,05,Embelgasse 17 - 19
nach 1945,05,Embelgasse 5 - 7 / 6
nach 1945,05,Embelgasse 3 / 5
nach 1945,05,Embelgasse 3
1848 -1918,05,Embelgasse 1
nach 1945,05,Embelgasse 1 / 4
nach 1945,05,Embelgasse 46 - 48
1848 -1918,05,Embelgasse 47
1848 -1918,05,Embelgasse 49
1848 -1918,05,Embelgasse 52
Keine Angabe,05,Mauthausgasse 7
nach 1945,05,Mauthausgasse 6
1848 -1918,05,Mauthausgasse 5
Keine Angabe,05,Mauthausgasse 4
nach 1945,05,Mauthausgasse 2 A
1848 -1918,05,Sankt-Johann-Gasse 18
1848 -1918,05,Sankt-Johann-Gasse 16
1848 -1918,05,Sankt-Johann-Gasse 12
nach 1945,05,Sankt-Johann-Gasse 10
nach 1945,05,Sankt-Johann-Gasse 1 - 5 / 1
nach 1945,05,Sankt-Johann-Gasse 1 - 5 / 2
nach 1945,05,Sankt-Johann-Gasse 1 - 5 / 4
nach 1945,05,Sankt-Johann-Gasse 1 - 5 / 3
1848 -1918,05,Arbeitergasse 50
1848 -1918,05,Bärengasse 3
1848 -1918,05,Embelgasse 69
1848 -1918,05,Embelgasse 67
1848 -1918,05,Embelgasse 66
nach 1945,05,Embelgasse 63
1848 -1918,05,Embelgasse 61
1848 -1918,05,Embelgasse 60
1848 -1918,05,Embelgasse 59
1848 -1918,05,Embelgasse 58
1848 -1918,05,Embelgasse 57
1848 -1918,05,Embelgasse 56
1848 -1918,05,Embelgasse 54
nach 1945,05,Embelgasse 53 - 55
1848 -1918,05,Bräuhausgasse 52
1848 -1918,05,Bräuhausgasse 53
nach 1945,05,Bräuhausgasse 55
Keine Angabe,05,Hofgasse 3
1946-1976,05,Hofgasse 2
1848 -1918,05,Zentagasse 49
1848 -1918,05,Zentagasse 47
1848 -1918,05,Zentagasse 45
nach 1945,05,Zentagasse 44
nach 1945,05,Zentagasse 43
1848 -1918,05,Zentagasse 41
nach 1945,05,Zentagasse 40 - 42 / 1
1848 -1918,05,Zentagasse 39
1848 -1918,05,Zentagasse 38
1848 -1918,05,Zentagasse 37
nach 1945,05,Zentagasse 35
1848 -1918,05,Zentagasse 34
nach 1945,05,Zentagasse 33
1848 -1918,05,Zentagasse 32
nach 1945,05,Zentagasse 31
1848 -1918,05,Zentagasse 30
1848 -1918,05,Zentagasse 28
nach 1945,05,Zentagasse 27 - 29 / 2
nach 1945,05,Zentagasse 27 - 29 / 3
nach 1945,05,Zentagasse 27 - 29 / 4
1848 -1918,05,Zentagasse 26
1848 -1918,05,Zentagasse 24
1848 -1918,05,Zentagasse 22
1848 -1918,05,Zentagasse 20
1848 -1918,05,Zentagasse 18
1884-1918,05,Hofgasse 4
1781-1848,05,Hofgasse 5
nach 1945,05,Hofgasse 6
1781-1848,05,Hofgasse 7
1848 -1918,05,Laurenzgasse 6
1919 - 1945,05,Laurenzgasse 8 - 10
nach 1945,05,Laurenzgasse 9
1848 -1918,05,Laurenzgasse 11
1848 -1918,05,Laurenzgasse 12
nach 1945,05,Laurenzgasse 13 / 2
nach 1945,05,Laurenzgasse 13 / 1
1848 -1918,05,Laurenzgasse 15
nach 1945,05,Laurenzgasse 16 - 18 / 2
nach 1945,05,Laurenzgasse 16 - 18 / 1
nach 1945,05,Laurenzgasse 16 - 18 / 3
nach 1945,05,Laurenzgasse 20
1848 -1918,05,Gießaufgasse 24
1848 -1918,05,Gießaufgasse 23
1848 -1918,05,Zentagasse 16
1848 -1918,05,Gießaufgasse 22
1848 -1918,05,Gießaufgasse 20
1848 -1918,05,Gießaufgasse 19
1848 -1918,05,Gießaufgasse 18
Keine Angabe,05,Gießaufgasse 11
1848 -1918,05,Gießaufgasse 10
1848 -1918,05,Gießaufgasse 9
1848 -1918,05,Gießaufgasse 8
1848 -1918,05,Gießaufgasse 7
1848 -1918,05,Gießaufgasse 5
1848 -1918,05,Gießaufgasse 4
1848 -1918,05,Gießaufgasse 2
1848 -1918,05,Gießaufgasse 1
nach 1945,05,Hofgasse 9
1848 -1918,05,Gießaufgasse 21
1848 -1918,05,Zentagasse 14
nach 1945,05,Zentagasse 12
1848 -1918,05,Zentagasse 10
nach 1945,05,Johannagasse 7
nach 1945,05,Johannagasse 6
nach 1945,05,Johannagasse 5
Keine Angabe,05,Johannagasse 4 A
1848 -1918,05,Johannagasse 4 B
nach 1945,05,Johannagasse 3 A / 4
nach 1945,05,Johannagasse 3 / 3
nach 1945,05,Johannagasse 2
nach 1945,05,Johannagasse 1 / 2
nach 1945,05,Emil-Kralik-Gasse 6
nach 1945,05,Emil-Kralik-Gasse 4
nach 1945,05,Emil-Kralik-Gasse 3
nach 1945,05,Johannagasse 8
Keine Angabe,05,Bräuhausgasse 74
1848 -1918,05,Bräuhausgasse 72
1848 -1918,05,Bräuhausgasse 70
nach 1945,05,Bräuhausgasse 68
1848 -1918,05,Bräuhausgasse 67
nach 1945,05,Bräuhausgasse 65 / 1
nach 1945,05,Bräuhausgasse 65 / 2
nach 1945,05,Bräuhausgasse 64
1848 -1918,05,Bräuhausgasse 63
nach 1945,05,Bräuhausgasse 62
nach 1945,05,Bräuhausgasse 61 / 3
nach 1945,05,Bräuhausgasse 59
nach 1945,05,Bräuhausgasse 57
nach 1945,05,Bräuhausgasse 56 / 2
1848 -1918,05,Bräuhausgasse 73
nach 1945,05,Johannagasse 9
nach 1945,05,Johannagasse 11
1848 -1918,05,Zentagasse 8
1848 -1918,05,Zentagasse 7
1848 -1918,05,Zentagasse 6
1848 -1918,05,Zentagasse 5
1848 -1918,05,Zentagasse 4
1848 -1918,05,Zentagasse 3
1848 -1918,05,Zentagasse 1
1848 -1918,05,Johannagasse 42
nach 1945,05,Johannagasse 36
nach 1945,05,Johannagasse 35 A
nach 1945,05,Johannagasse 34 / 1
nach 1945,05,Johannagasse 34 / 2
nach 1945,05,Johannagasse 29 - 35 / 13
vor 1848,05,Johannagasse 10
nach 1945,05,Johannagasse 29 - 35 / 15
nach 1945,05,Johannagasse 29 - 35 / 17
nach 1945,05,Johannagasse 29 - 35 / 12
nach 1945,05,Johannagasse 29 - 35 / 14
nach 1945,05,Johannagasse 29 - 35 / 11
nach 1945,05,Johannagasse 27
nach 1945,05,Johannagasse 26
nach 1945,05,Johannagasse 21
nach 1945,05,Johannagasse 20 / 1
nach 1945,05,Johannagasse 19
nach 1945,05,Johannagasse 18 / 2
nach 1945,05,Johannagasse 16 / 3
nach 1945,05,Johannagasse 15 - 17
nach 1945,05,Johannagasse 14 / 4
nach 1945,05,Johannagasse 29 - 35 / 16
nach 1945,05,Fendigasse 25
1848 -1918,05,Fendigasse 26
1848 -1918,05,Fendigasse 27
1848 -1918,05,Fendigasse 28
1848 -1918,05,Fendigasse 30
1919 - 1945,05,Fendigasse 37
1919 - 1945,05,Fendigasse 38 / 6
1919 - 1945,05,Fendigasse 40 / 7
nach 1945,05,Kohlgasse 2 A / 30
nach 1945,05,Kohlgasse 2 A / 29
nach 1945,05,Kohlgasse 2 / 33
nach 1945,05,Kohlgasse 2 / 32
1848 -1918,05,Kohlgasse 2 C
nach 1945,05,Kohlgasse 2 A / 31
1848 -1918,05,Kohlgasse 8
1848 -1918,05,Kohlgasse 9
1848 -1918,05,Kohlgasse 11
1848 -1918,05,Kohlgasse 15
1848 -1918,05,Kohlgasse 16
1848 -1918,05,Kohlgasse 17
1848 -1918,05,Kohlgasse 18
1848 -1918,05,Kohlgasse 19
nach 1945,05,Kohlgasse 21 / 1
1848 -1918,05,Kohlgasse 21 / 2
